country,year,sex,age,suicides_no,population,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,suicides/100k pop
Belgium,1992,female,25-34 years,69,782500,Belgium1992,,"2,36,03,83,84,442",25036,Boomers,8.82
Belgium,1992,female,15-24 years,29,656700,Belgium1992,,"2,36,03,83,84,442",25036,Generation X,4.42
Belgium,1992,male,5-14 years,5,619100,Belgium1992,,"2,36,03,83,84,442",25036,Millenials,0.81
Belgium,1992,female,5-14 years,0,589400,Belgium1992,,"2,36,03,83,84,442",25036,Millenials,0
Belgium,1993,male,75+ years,196,206300,Belgium1993,,"2,25,92,46,79,921",23875,G.I. Generation,95.01
Belgium,1993,male,35-54 years,573,1346000,Belgium1993,,"2,25,92,46,79,921",23875,Boomers,42.57
Belgium,1993,male,55-74 years,365,956900,Belgium1993,,"2,25,92,46,79,921",23875,Silent,38.14
Belgium,1993,male,25-34 years,276,810400,Belgium1993,,"2,25,92,46,79,921",23875,Boomers,34.06
Belgium,1993,female,75+ years,94,419100,Belgium1993,,"2,25,92,46,79,921",23875,G.I. Generation,22.43
Belgium,1993,male,15-24 years,138,674100,Belgium1993,,"2,25,92,46,79,921",23875,Generation X,20.47
Belgium,1993,female,55-74 years,192,1097600,Belgium1993,,"2,25,92,46,79,921",23875,Silent,17.49
Belgium,1993,female,35-54 years,196,1315100,Belgium1993,,"2,25,92,46,79,921",23875,Boomers,14.9
Belgium,1993,female,25-34 years,74,779500,Belgium1993,,"2,25,92,46,79,921",23875,Boomers,9.49
Belgium,1993,female,15-24 years,33,648400,Belgium1993,,"2,25,92,46,79,921",23875,Generation X,5.09
Belgium,1993,male,5-14 years,4,619900,Belgium1993,,"2,25,92,46,79,921",23875,Millenials,0.65
Belgium,1993,female,5-14 years,1,589600,Belgium1993,,"2,25,92,46,79,921",23875,Millenials,0.17
Belgium,1994,male,75+ years,200,204800,Belgium1994,,"2,46,19,49,38,751",25922,G.I. Generation,97.66
Belgium,1994,male,35-54 years,538,1367300,Belgium1994,,"2,46,19,49,38,751",25922,Boomers,39.35
Belgium,1994,male,55-74 years,378,968900,Belgium1994,,"2,46,19,49,38,751",25922,Silent,39.01
Belgium,1994,male,25-34 years,266,804200,Belgium1994,,"2,46,19,49,38,751",25922,Boomers,33.08
Belgium,1994,male,15-24 years,151,665700,Belgium1994,,"2,46,19,49,38,751",25922,Generation X,22.68
Belgium,1994,female,75+ years,82,414900,Belgium1994,,"2,46,19,49,38,751",25922,G.I. Generation,19.76
Belgium,1994,female,55-74 years,185,1110600,Belgium1994,,"2,46,19,49,38,751",25922,Silent,16.66
Belgium,1994,female,35-54 years,213,1334900,Belgium1994,,"2,46,19,49,38,751",25922,Boomers,15.96
Belgium,1994,female,25-34 years,83,774100,Belgium1994,,"2,46,19,49,38,751",25922,Boomers,10.72
Belgium,1994,female,15-24 years,24,641000,Belgium1994,,"2,46,19,49,38,751",25922,Generation X,3.74
Belgium,1994,male,5-14 years,10,620600,Belgium1994,,"2,46,19,49,38,751",25922,Millenials,1.61
Belgium,1994,female,5-14 years,1,590400,Belgium1994,,"2,46,19,49,38,751",25922,Millenials,0.17
Belgium,1995,male,75+ years,169,211300,Belgium1995,0.851,"2,89,56,73,23,481",30394,G.I. Generation,79.98
Belgium,1995,male,35-54 years,593,1390200,Belgium1995,0.851,"2,89,56,73,23,481",30394,Boomers,42.66
Belgium,1995,male,55-74 years,392,969500,Belgium1995,0.851,"2,89,56,73,23,481",30394,Silent,40.43
Belgium,1995,male,25-34 years,244,795600,Belgium1995,0.851,"2,89,56,73,23,481",30394,Generation X,30.67
Belgium,1995,male,15-24 years,142,657100,Belgium1995,0.851,"2,89,56,73,23,481",30394,Generation X,21.61
Belgium,1995,female,75+ years,84,422900,Belgium1995,0.851,"2,89,56,73,23,481",30394,G.I. Generation,19.86
Belgium,1995,female,55-74 years,185,1108700,Belgium1995,0.851,"2,89,56,73,23,481",30394,Silent,16.69
Belgium,1995,female,35-54 years,222,1357900,Belgium1995,0.851,"2,89,56,73,23,481",30394,Boomers,16.35
Belgium,1995,female,25-34 years,72,767500,Belgium1995,0.851,"2,89,56,73,23,481",30394,Generation X,9.38
Belgium,1995,female,15-24 years,39,634100,Belgium1995,0.851,"2,89,56,73,23,481",30394,Generation X,6.15
Belgium,1995,male,5-14 years,10,621100,Belgium1995,0.851,"2,89,56,73,23,481",30394,Millenials,1.61
Belgium,1995,female,5-14 years,3,591200,Belgium1995,0.851,"2,89,56,73,23,481",30394,Millenials,0.51
Belgium,1996,male,75+ years,173,221792,Belgium1996,,"2,81,35,81,75,896",29438,G.I. Generation,78
Belgium,1996,male,35-54 years,551,1417838,Belgium1996,,"2,81,35,81,75,896",29438,Boomers,38.86
Belgium,1996,male,55-74 years,352,961063,Belgium1996,,"2,81,35,81,75,896",29438,Silent,36.63
Belgium,1996,male,25-34 years,239,786754,Belgium1996,,"2,81,35,81,75,896",29438,Generation X,30.38
Belgium,1996,male,15-24 years,140,649022,Belgium1996,,"2,81,35,81,75,896",29438,Generation X,21.57
Belgium,1996,female,75+ years,68,436450,Belgium1996,,"2,81,35,81,75,896",29438,G.I. Generation,15.58
Belgium,1996,female,35-54 years,215,1386275,Belgium1996,,"2,81,35,81,75,896",29438,Boomers,15.51
Belgium,1996,female,55-74 years,157,1095398,Belgium1996,,"2,81,35,81,75,896",29438,Silent,14.33
Belgium,1996,female,25-34 years,77,760530,Belgium1996,,"2,81,35,81,75,896",29438,Generation X,10.12
Belgium,1996,female,15-24 years,36,627412,Belgium1996,,"2,81,35,81,75,896",29438,Generation X,5.74
Belgium,1996,male,5-14 years,3,622534,Belgium1996,,"2,81,35,81,75,896",29438,Millenials,0.48
Belgium,1996,female,5-14 years,2,592477,Belgium1996,,"2,81,35,81,75,896",29438,Millenials,0.34
Belgium,1997,male,75+ years,197,226961,Belgium1997,,"2,54,81,35,99,459",26609,G.I. Generation,86.8
Belgium,1997,male,35-54 years,608,1433650,Belgium1997,,"2,54,81,35,99,459",26609,Boomers,42.41
Belgium,1997,male,55-74 years,343,955659,Belgium1997,,"2,54,81,35,99,459",26609,Silent,35.89
Belgium,1997,male,25-34 years,273,782814,Belgium1997,,"2,54,81,35,99,459",26609,Generation X,34.87
Belgium,1997,male,15-24 years,124,645571,Belgium1997,,"2,54,81,35,99,459",26609,Generation X,19.21
Belgium,1997,female,35-54 years,238,1402471,Belgium1997,,"2,54,81,35,99,459",26609,Boomers,16.97
Belgium,1997,female,55-74 years,173,1087545,Belgium1997,,"2,54,81,35,99,459",26609,Silent,15.91
Belgium,1997,female,75+ years,69,443094,Belgium1997,,"2,54,81,35,99,459",26609,G.I. Generation,15.57
Belgium,1997,female,25-34 years,81,757131,Belgium1997,,"2,54,81,35,99,459",26609,Generation X,10.7
Belgium,1997,female,15-24 years,34,624118,Belgium1997,,"2,54,81,35,99,459",26609,Generation X,5.45
Belgium,1997,male,5-14 years,6,623586,Belgium1997,,"2,54,81,35,99,459",26609,Millenials,0.96
Belgium,1997,female,5-14 years,0,593623,Belgium1997,,"2,54,81,35,99,459",26609,Millenials,0
Belgium,1998,male,75+ years,185,241792,Belgium1998,,"2,60,60,19,11,536",27087,G.I. Generation,76.51
Belgium,1998,male,35-54 years,571,1471297,Belgium1998,,"2,60,60,19,11,536",27087,Boomers,38.81
Belgium,1998,male,55-74 years,329,949378,Belgium1998,,"2,60,60,19,11,536",27087,Silent,34.65
Belgium,1998,male,25-34 years,236,764850,Belgium1998,,"2,60,60,19,11,536",27087,Generation X,30.86
Belgium,1998,male,15-24 years,136,636467,Belgium1998,,"2,60,60,19,11,536",27087,Generation X,21.37
Belgium,1998,female,75+ years,86,461159,Belgium1998,,"2,60,60,19,11,536",27087,G.I. Generation,18.65
Belgium,1998,female,35-54 years,228,1440638,Belgium1998,,"2,60,60,19,11,536",27087,Boomers,15.83
Belgium,1998,female,55-74 years,154,1073492,Belgium1998,,"2,60,60,19,11,536",27087,Silent,14.35
Belgium,1998,female,25-34 years,56,741822,Belgium1998,,"2,60,60,19,11,536",27087,Generation X,7.55
Belgium,1998,female,15-24 years,31,615839,Belgium1998,,"2,60,60,19,11,536",27087,Generation X,5.03
Belgium,1998,male,5-14 years,5,626794,Belgium1998,,"2,60,60,19,11,536",27087,Millenials,0.8
Belgium,1998,female,5-14 years,2,597469,Belgium1998,,"2,60,60,19,11,536",27087,Millenials,0.33
Belgium,1999,male,75+ years,148,251980,Belgium1999,,"2,60,20,24,29,150",26969,G.I. Generation,58.73
Belgium,1999,male,35-54 years,558,1492493,Belgium1999,,"2,60,20,24,29,150",26969,Boomers,37.39
Belgium,1999,male,55-74 years,329,950152,Belgium1999,,"2,60,20,24,29,150",26969,Silent,34.63
Belgium,1999,male,25-34 years,204,748800,Belgium1999,,"2,60,20,24,29,150",26969,Generation X,27.24
Belgium,1999,male,15-24 years,113,632892,Belgium1999,,"2,60,20,24,29,150",26969,Generation X,17.85
Belgium,1999,female,55-74 years,145,1069485,Belgium1999,,"2,60,20,24,29,150",26969,Silent,13.56
Belgium,1999,female,35-54 years,198,1462303,Belgium1999,,"2,60,20,24,29,150",26969,Boomers,13.54
Belgium,1999,female,75+ years,62,473110,Belgium1999,,"2,60,20,24,29,150",26969,G.I. Generation,13.1
Belgium,1999,female,25-34 years,63,727178,Belgium1999,,"2,60,20,24,29,150",26969,Generation X,8.66
Belgium,1999,female,15-24 years,26,613014,Belgium1999,,"2,60,20,24,29,150",26969,Generation X,4.24
Belgium,1999,male,5-14 years,9,628075,Belgium1999,,"2,60,20,24,29,150",26969,Millenials,1.43
Belgium,1999,female,5-14 years,2,598795,Belgium1999,,"2,60,20,24,29,150",26969,Millenials,0.33
Belgium,2000,male,75+ years,176,261961,Belgium2000,0.874,"2,37,90,49,19,845",24592,G.I. Generation,67.19
Belgium,2000,male,35-54 years,589,1511704,Belgium2000,0.874,"2,37,90,49,19,845",24592,Boomers,38.96
Belgium,2000,male,55-74 years,353,952563,Belgium2000,0.874,"2,37,90,49,19,845",24592,Silent,37.06
Belgium,2000,male,25-34 years,265,731332,Belgium2000,0.874,"2,37,90,49,19,845",24592,Generation X,36.24
Belgium,2000,male,15-24 years,139,631207,Belgium2000,0.874,"2,37,90,49,19,845",24592,Generation X,22.02
Belgium,2000,female,35-54 years,253,1481833,Belgium2000,0.874,"2,37,90,49,19,845",24592,Boomers,17.07
Belgium,2000,female,55-74 years,180,1067181,Belgium2000,0.874,"2,37,90,49,19,845",24592,Silent,16.87
Belgium,2000,female,75+ years,76,484631,Belgium2000,0.874,"2,37,90,49,19,845",24592,G.I. Generation,15.68
Belgium,2000,female,25-34 years,69,711759,Belgium2000,0.874,"2,37,90,49,19,845",24592,Generation X,9.69
Belgium,2000,female,15-24 years,38,612148,Belgium2000,0.874,"2,37,90,49,19,845",24592,Generation X,6.21
Belgium,2000,male,5-14 years,4,628531,Belgium2000,0.874,"2,37,90,49,19,845",24592,Millenials,0.64
Belgium,2000,female,5-14 years,1,599175,Belgium2000,0.874,"2,37,90,49,19,845",24592,Millenials,0.17
Belgium,2001,male,75+ years,171,271676,Belgium2001,,"2,37,84,19,68,680",24494,Silent,62.94
Belgium,2001,male,35-54 years,686,1524828,Belgium2001,,"2,37,84,19,68,680",24494,Boomers,44.99
Belgium,2001,male,55-74 years,361,961448,Belgium2001,,"2,37,84,19,68,680",24494,Silent,37.55
Belgium,2001,male,25-34 years,239,717487,Belgium2001,,"2,37,84,19,68,680",24494,Generation X,33.31
Belgium,2001,male,15-24 years,118,631774,Belgium2001,,"2,37,84,19,68,680",24494,Millenials,18.68
Belgium,2001,female,75+ years,86,496214,Belgium2001,,"2,37,84,19,68,680",24494,Silent,17.33
Belgium,2001,female,35-54 years,248,1495214,Belgium2001,,"2,37,84,19,68,680",24494,Boomers,16.59
Belgium,2001,female,55-74 years,155,1070496,Belgium2001,,"2,37,84,19,68,680",24494,Silent,14.48
Belgium,2001,female,25-34 years,55,699613,Belgium2001,,"2,37,84,19,68,680",24494,Generation X,7.86
Belgium,2001,female,15-24 years,35,612659,Belgium2001,,"2,37,84,19,68,680",24494,Millenials,5.71
Belgium,2001,male,5-14 years,7,628591,Belgium2001,,"2,37,84,19,68,680",24494,Millenials,1.11
Belgium,2001,female,5-14 years,4,600055,Belgium2001,,"2,37,84,19,68,680",24494,Millenials,0.67
Belgium,2002,male,75+ years,173,280663,Belgium2002,,"2,58,86,04,36,665",26526,Silent,61.64
Belgium,2002,male,35-54 years,636,1532542,Belgium2002,,"2,58,86,04,36,665",26526,Boomers,41.5
Belgium,2002,male,55-74 years,344,976466,Belgium2002,,"2,58,86,04,36,665",26526,Silent,35.23
Belgium,2002,male,25-34 years,235,708881,Belgium2002,,"2,58,86,04,36,665",26526,Generation X,33.15
Belgium,2002,female,55-74 years,186,1080063,Belgium2002,,"2,58,86,04,36,665",26526,Silent,17.22
Belgium,2002,male,15-24 years,107,633971,Belgium2002,,"2,58,86,04,36,665",26526,Millenials,16.88
Belgium,2002,female,35-54 years,242,1503026,Belgium2002,,"2,58,86,04,36,665",26526,Boomers,16.1
Belgium,2002,female,75+ years,66,506614,Belgium2002,,"2,58,86,04,36,665",26526,Silent,13.03
Belgium,2002,female,25-34 years,58,692308,Belgium2002,,"2,58,86,04,36,665",26526,Generation X,8.38
Belgium,2002,female,15-24 years,24,614288,Belgium2002,,"2,58,86,04,36,665",26526,Millenials,3.91
Belgium,2002,female,5-14 years,3,600964,Belgium2002,,"2,58,86,04,36,665",26526,Millenials,0.5
Belgium,2002,male,5-14 years,2,628784,Belgium2002,,"2,58,86,04,36,665",26526,Millenials,0.32
Belgium,2003,male,75+ years,179,289022,Belgium2003,,"3,19,00,28,21,670",32538,Silent,61.93
Belgium,2003,male,35-54 years,684,1538139,Belgium2003,,"3,19,00,28,21,670",32538,Boomers,44.47
Belgium,2003,male,55-74 years,324,991219,Belgium2003,,"3,19,00,28,21,670",32538,Silent,32.69
Belgium,2003,male,25-34 years,221,702195,Belgium2003,,"3,19,00,28,21,670",32538,Generation X,31.47
Belgium,2003,male,15-24 years,121,636426,Belgium2003,,"3,19,00,28,21,670",32538,Millenials,19.01
Belgium,2003,female,55-74 years,169,1090130,Belgium2003,,"3,19,00,28,21,670",32538,Silent,15.5
Belgium,2003,female,35-54 years,218,1509017,Belgium2003,,"3,19,00,28,21,670",32538,Boomers,14.45
Belgium,2003,female,75+ years,60,515520,Belgium2003,,"3,19,00,28,21,670",32538,Silent,11.64
Belgium,2003,female,25-34 years,64,687593,Belgium2003,,"3,19,00,28,21,670",32538,Generation X,9.31
Belgium,2003,female,15-24 years,39,616806,Belgium2003,,"3,19,00,28,21,670",32538,Millenials,6.32
Belgium,2003,male,5-14 years,8,627838,Belgium2003,,"3,19,00,28,21,670",32538,Millenials,1.27
Belgium,2003,female,5-14 years,4,600217,Belgium2003,,"3,19,00,28,21,670",32538,Millenials,0.67
Belgium,2004,male,75+ years,157,297919,Belgium2004,,"3,70,88,50,26,074",37661,Silent,52.7
Belgium,2004,male,35-54 years,618,1542915,Belgium2004,,"3,70,88,50,26,074",37661,Boomers,40.05
Belgium,2004,male,55-74 years,343,1005599,Belgium2004,,"3,70,88,50,26,074",37661,Silent,34.11
Belgium,2004,male,25-34 years,205,696334,Belgium2004,,"3,70,88,50,26,074",37661,Generation X,29.44
Belgium,2004,male,15-24 years,124,638439,Belgium2004,,"3,70,88,50,26,074",37661,Millenials,19.42
Belgium,2004,female,35-54 years,237,1515362,Belgium2004,,"3,70,88,50,26,074",37661,Boomers,15.64
Belgium,2004,female,55-74 years,146,1099444,Belgium2004,,"3,70,88,50,26,074",37661,Silent,13.28
Belgium,2004,female,75+ years,65,525456,Belgium2004,,"3,70,88,50,26,074",37661,Silent,12.37
Belgium,2004,female,25-34 years,55,683475,Belgium2004,,"3,70,88,50,26,074",37661,Generation X,8.05
Belgium,2004,female,15-24 years,28,620047,Belgium2004,,"3,70,88,50,26,074",37661,Millenials,4.52
Belgium,2004,female,5-14 years,6,597900,Belgium2004,,"3,70,88,50,26,074",37661,Millenials,1
Belgium,2004,male,5-14 years,3,625132,Belgium2004,,"3,70,88,50,26,074",37661,Millenials,0.48
Belgium,2005,male,75+ years,170,308369,Belgium2005,0.866,"3,87,36,57,50,529",39124,Silent,55.13
Belgium,2005,male,35-54 years,643,1549954,Belgium2005,0.866,"3,87,36,57,50,529",39124,Boomers,41.49
Belgium,2005,male,55-74 years,370,1018252,Belgium2005,0.866,"3,87,36,57,50,529",39124,Silent,36.34
Belgium,2005,male,25-34 years,195,691901,Belgium2005,0.866,"3,87,36,57,50,529",39124,Generation X,28.18
Belgium,2005,female,55-74 years,173,1106872,Belgium2005,0.866,"3,87,36,57,50,529",39124,Silent,15.63
Belgium,2005,female,35-54 years,236,1523342,Belgium2005,0.866,"3,87,36,57,50,529",39124,Boomers,15.49
Belgium,2005,male,15-24 years,98,641284,Belgium2005,0.866,"3,87,36,57,50,529",39124,Millenials,15.28
Belgium,2005,female,75+ years,69,537786,Belgium2005,0.866,"3,87,36,57,50,529",39124,Silent,12.83
Belgium,2005,female,25-34 years,48,681309,Belgium2005,0.866,"3,87,36,57,50,529",39124,Generation X,7.05
Belgium,2005,female,15-24 years,26,624077,Belgium2005,0.866,"3,87,36,57,50,529",39124,Millenials,4.17
Belgium,2005,male,5-14 years,1,622381,Belgium2005,0.866,"3,87,36,57,50,529",39124,Millenials,0.16
Belgium,2005,female,5-14 years,0,595487,Belgium2005,0.866,"3,87,36,57,50,529",39124,Millenials,0
Belgium,2006,male,75+ years,142,319905,Belgium2006,,"4,09,81,31,97,842",41135,Silent,44.39
Belgium,2006,male,35-54 years,616,1559144,Belgium2006,,"4,09,81,31,97,842",41135,Boomers,39.51
Belgium,2006,male,55-74 years,333,1029722,Belgium2006,,"4,09,81,31,97,842",41135,Silent,32.34
Belgium,2006,male,25-34 years,217,689593,Belgium2006,,"4,09,81,31,97,842",41135,Generation X,31.47
Belgium,2006,female,55-74 years,167,1113517,Belgium2006,,"4,09,81,31,97,842",41135,Silent,15
Belgium,2006,female,35-54 years,229,1532206,Belgium2006,,"4,09,81,31,97,842",41135,Boomers,14.95
Belgium,2006,male,15-24 years,86,645841,Belgium2006,,"4,09,81,31,97,842",41135,Millenials,13.32
Belgium,2006,female,75+ years,64,550950,Belgium2006,,"4,09,81,31,97,842",41135,Silent,11.62
Belgium,2006,female,25-34 years,50,680859,Belgium2006,,"4,09,81,31,97,842",41135,Generation X,7.34
Belgium,2006,female,15-24 years,27,629311,Belgium2006,,"4,09,81,31,97,842",41135,Millenials,4.29
Belgium,2006,female,5-14 years,3,592596,Belgium2006,,"4,09,81,31,97,842",41135,Millenials,0.51
Belgium,2006,male,5-14 years,1,619058,Belgium2006,,"4,09,81,31,97,842",41135,Millenials,0.16
Belgium,2007,male,75+ years,163,331504,Belgium2007,,"4,71,82,11,05,940",47040,Silent,49.17
Belgium,2007,male,35-54 years,578,1567727,Belgium2007,,"4,71,82,11,05,940",47040,Boomers,36.87
Belgium,2007,male,55-74 years,308,1043262,Belgium2007,,"4,71,82,11,05,940",47040,Silent,29.52
Belgium,2007,male,25-34 years,174,689694,Belgium2007,,"4,71,82,11,05,940",47040,Generation X,25.23
Belgium,2007,female,35-54 years,232,1540147,Belgium2007,,"4,71,82,11,05,940",47040,Boomers,15.06
Belgium,2007,female,55-74 years,166,1122161,Belgium2007,,"4,71,82,11,05,940",47040,Silent,14.79
Belgium,2007,male,15-24 years,91,651293,Belgium2007,,"4,71,82,11,05,940",47040,Millenials,13.97
Belgium,2007,female,75+ years,76,563862,Belgium2007,,"4,71,82,11,05,940",47040,Silent,13.48
Belgium,2007,female,25-34 years,40,681575,Belgium2007,,"4,71,82,11,05,940",47040,Generation X,5.87
Belgium,2007,female,15-24 years,22,635389,Belgium2007,,"4,71,82,11,05,940",47040,Millenials,3.46
Belgium,2007,male,5-14 years,6,614877,Belgium2007,,"4,71,82,11,05,940",47040,Generation Z,0.98
Belgium,2007,female,5-14 years,1,588775,Belgium2007,,"4,71,82,11,05,940",47040,Generation Z,0.17
Belgium,2008,male,75+ years,174,341406,Belgium2008,,"5,18,62,58,97,173",51345,Silent,50.97
Belgium,2008,male,35-54 years,648,1573470,Belgium2008,,"5,18,62,58,97,173",51345,Boomers,41.18
Belgium,2008,male,55-74 years,340,1058969,Belgium2008,,"5,18,62,58,97,173",51345,Silent,32.11
Belgium,2008,male,25-34 years,177,691616,Belgium2008,,"5,18,62,58,97,173",51345,Generation X,25.59
Belgium,2008,male,15-24 years,110,657101,Belgium2008,,"5,18,62,58,97,173",51345,Millenials,16.74
Belgium,2008,female,35-54 years,225,1545151,Belgium2008,,"5,18,62,58,97,173",51345,Boomers,14.56
Belgium,2008,female,55-74 years,165,1133712,Belgium2008,,"5,18,62,58,97,173",51345,Silent,14.55
Belgium,2008,female,75+ years,69,574334,Belgium2008,,"5,18,62,58,97,173",51345,Silent,12.01
Belgium,2008,female,25-34 years,46,684849,Belgium2008,,"5,18,62,58,97,173",51345,Generation X,6.72
Belgium,2008,female,15-24 years,37,641708,Belgium2008,,"5,18,62,58,97,173",51345,Millenials,5.77
Belgium,2008,female,5-14 years,5,586242,Belgium2008,,"5,18,62,58,97,173",51345,Generation Z,0.85
Belgium,2008,male,5-14 years,3,612292,Belgium2008,,"5,18,62,58,97,173",51345,Generation Z,0.49
Belgium,2009,male,75+ years,173,349801,Belgium2009,,"4,84,55,27,92,442",47630,Silent,49.46
Belgium,2009,male,35-54 years,645,1576175,Belgium2009,,"4,84,55,27,92,442",47630,Boomers,40.92
Belgium,2009,male,55-74 years,366,1075825,Belgium2009,,"4,84,55,27,92,442",47630,Silent,34.02
Belgium,2009,male,25-34 years,181,694716,Belgium2009,,"4,84,55,27,92,442",47630,Generation X,26.05
Belgium,2009,female,55-74 years,177,1148108,Belgium2009,,"4,84,55,27,92,442",47630,Silent,15.42
Belgium,2009,female,35-54 years,229,1547499,Belgium2009,,"4,84,55,27,92,442",47630,Boomers,14.8
Belgium,2009,male,15-24 years,90,661817,Belgium2009,,"4,84,55,27,92,442",47630,Millenials,13.6
Belgium,2009,female,75+ years,58,582517,Belgium2009,,"4,84,55,27,92,442",47630,Silent,9.96
Belgium,2009,female,25-34 years,52,690235,Belgium2009,,"4,84,55,27,92,442",47630,Generation X,7.53
Belgium,2009,female,15-24 years,34,646252,Belgium2009,,"4,84,55,27,92,442",47630,Millenials,5.26
Belgium,2009,female,5-14 years,4,587237,Belgium2009,,"4,84,55,27,92,442",47630,Generation Z,0.68
Belgium,2009,male,5-14 years,4,613184,Belgium2009,,"4,84,55,27,92,442",47630,Generation Z,0.65
Belgium,2010,male,75+ years,183,354037,Belgium2010,0.883,"4,83,54,80,31,197",47355,Silent,51.69
Belgium,2010,male,35-54 years,622,1576828,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation X,39.45
Belgium,2010,male,55-74 years,356,1084719,Belgium2010,0.883,"4,83,54,80,31,197",47355,Silent,32.82
Belgium,2010,male,25-34 years,184,696461,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation X,26.42
Belgium,2010,female,35-54 years,243,1548246,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation X,15.7
Belgium,2010,female,55-74 years,173,1156036,Belgium2010,0.883,"4,83,54,80,31,197",47355,Silent,14.96
Belgium,2010,male,15-24 years,98,663725,Belgium2010,0.883,"4,83,54,80,31,197",47355,Millenials,14.77
Belgium,2010,female,75+ years,63,586690,Belgium2010,0.883,"4,83,54,80,31,197",47355,Silent,10.74
Belgium,2010,female,25-34 years,50,693304,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation X,7.21
Belgium,2010,female,15-24 years,32,647625,Belgium2010,0.883,"4,83,54,80,31,197",47355,Millenials,4.94
Belgium,2010,male,5-14 years,7,614697,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation Z,1.14
Belgium,2010,female,5-14 years,2,588803,Belgium2010,0.883,"4,83,54,80,31,197",47355,Generation Z,0.34
Belgium,2011,male,75+ years,196,361243,Belgium2011,0.886,"5,27,00,84,53,887",50893,Silent,54.26
Belgium,2011,male,35-54 years,607,1587976,Belgium2011,0.886,"5,27,00,84,53,887",50893,Generation X,38.22
Belgium,2011,male,55-74 years,408,1105807,Belgium2011,0.886,"5,27,00,84,53,887",50893,Boomers,36.9
Belgium,2011,male,25-34 years,163,715773,Belgium2011,0.886,"5,27,00,84,53,887",50893,Millenials,22.77
Belgium,2011,male,15-24 years,109,676437,Belgium2011,0.886,"5,27,00,84,53,887",50893,Millenials,16.11
Belgium,2011,female,35-54 years,247,1552522,Belgium2011,0.886,"5,27,00,84,53,887",50893,Generation X,15.91
Belgium,2011,female,55-74 years,185,1176009,Belgium2011,0.886,"5,27,00,84,53,887",50893,Boomers,15.73
Belgium,2011,female,75+ years,67,593364,Belgium2011,0.886,"5,27,00,84,53,887",50893,Silent,11.29
Belgium,2011,female,25-34 years,60,707535,Belgium2011,0.886,"5,27,00,84,53,887",50893,Millenials,8.48
Belgium,2011,female,15-24 years,41,656675,Belgium2011,0.886,"5,27,00,84,53,887",50893,Millenials,6.24
Belgium,2011,male,5-14 years,5,624298,Belgium2011,0.886,"5,27,00,84,53,887",50893,Generation Z,0.8
Belgium,2011,female,5-14 years,0,597487,Belgium2011,0.886,"5,27,00,84,53,887",50893,Generation Z,0
Belgium,2012,male,75+ years,191,369145,Belgium2012,0.889,"4,97,88,42,16,569",47678,Silent,51.74
Belgium,2012,male,35-54 years,617,1588342,Belgium2012,0.889,"4,97,88,42,16,569",47678,Generation X,38.85
Belgium,2012,male,55-74 years,381,1125706,Belgium2012,0.889,"4,97,88,42,16,569",47678,Boomers,33.85
Belgium,2012,male,25-34 years,193,723202,Belgium2012,0.889,"4,97,88,42,16,569",47678,Millenials,26.69
Belgium,2012,female,55-74 years,187,1195065,Belgium2012,0.889,"4,97,88,42,16,569",47678,Boomers,15.65
Belgium,2012,male,15-24 years,100,681023,Belgium2012,0.889,"4,97,88,42,16,569",47678,Millenials,14.68
Belgium,2012,female,35-54 years,217,1551324,Belgium2012,0.889,"4,97,88,42,16,569",47678,Generation X,13.99
Belgium,2012,female,75+ years,61,600081,Belgium2012,0.889,"4,97,88,42,16,569",47678,Silent,10.17
Belgium,2012,female,25-34 years,45,715195,Belgium2012,0.889,"4,97,88,42,16,569",47678,Millenials,6.29
Belgium,2012,female,15-24 years,28,659827,Belgium2012,0.889,"4,97,88,42,16,569",47678,Millenials,4.24
Belgium,2012,female,5-14 years,3,603232,Belgium2012,0.889,"4,97,88,42,16,569",47678,Generation Z,0.5
Belgium,2012,male,5-14 years,3,630495,Belgium2012,0.889,"4,97,88,42,16,569",47678,Generation Z,0.48
Belgium,2013,male,75+ years,183,378864,Belgium2013,0.888,"5,20,92,54,68,953",49489,Silent,48.3
Belgium,2013,male,35-54 years,570,1582723,Belgium2013,0.888,"5,20,92,54,68,953",49489,Generation X,36.01
Belgium,2013,male,55-74 years,357,1155511,Belgium2013,0.888,"5,20,92,54,68,953",49489,Boomers,30.9
Belgium,2013,male,25-34 years,159,728918,Belgium2013,0.888,"5,20,92,54,68,953",49489,Millenials,21.81
Belgium,2013,female,35-54 years,215,1546111,Belgium2013,0.888,"5,20,92,54,68,953",49489,Generation X,13.91
Belgium,2013,female,55-74 years,168,1221439,Belgium2013,0.888,"5,20,92,54,68,953",49489,Boomers,13.75
Belgium,2013,male,15-24 years,91,679018,Belgium2013,0.888,"5,20,92,54,68,953",49489,Millenials,13.4
Belgium,2013,female,75+ years,73,605856,Belgium2013,0.888,"5,20,92,54,68,953",49489,Silent,12.05
Belgium,2013,female,25-34 years,47,721787,Belgium2013,0.888,"5,20,92,54,68,953",49489,Millenials,6.51
